lp,src,mt,ref,score,raw_score,annotators
gu-en,ભારતમાં પાસપોર્ટ ધરાવતાં મોટાભાગના લોકોનું સ્વપ્ન અમેરિકા જવાનું હોય છે.,Most of the people in India with a passport to go to the US.,Most people with a passport in India dream to go to the US.,0.916242890478918,100.0,1
gu-en,સેંટ્રલ બોર્ડ ઓફ ડાયરેક્ટર ટેક્સે પૈનને આધાર સાથે લિંક કરાવવાની સીમાને ચોથીવાર વધારી દીધી છે.,The Board of Directors Tekse se.mTrala painane chothiiwaara to link with the support of the local leaders of the increase.,The Central Board of Direct Tax has extended the deadline for linking PAN with Aadhar for the fourth time.,-0.617398020846363,61.5,2
gu-en,તેના માટે યાત્રીઓ તેમનો ટિકિટ પણ લઈ જવું પડશે અને તેને પરત કરવો પડશે પણ આ સુવિધામાં એક શર્ત પણ છે.,"For her, as well as his ticket to take travellers will have to go to him and have to return to this, but there is also a sharta....","For that, the passengers will have to also take their ticket and return it, but there is also a condition imposed to avail this facility.",-0.477976119816791,65.0,1
gu-en,આવી સ્થિતિમાં તમારુ ટેક્સ રિફંડ ફસાય શકે છે.,"In such a situation, your tax rifa.mDa.","Under this situation, your tax return can be blocked.",-1.19500303939744,47.0,1
gu-en,આ મોબાઈલ એપ્લીકેશાનને ગૂગલ પ્લે સ્ટોર પરથી ડાઉનલોડ કર્યા પછી તેમા બેંક એકાઉંટ સાથે જોડાયેલ મોબાઈલ નંબર નાખીને રજિસ્ટર કરવો પડશે.,The mobile epliikeshaanane downloaded from the Google Play store after the bank to putting mobile phone number connected with ekaau.mTa will have to register.,"After downloading this mobile app from the Google Play store, you have to register it by entering the mobile number along with the bank account.",-0.398306462085608,67.0,1
gu-en,"વડોદરામાં ૩.૫ ટકા, રાજકોટમાં ૧.૮ ટકા ઘટાડો નોંધાયો છે.","The first 3.5 per cent, a decrease of 1.8 per cent.","Property price decrease of 3.5% in Vadodara, 1.8% in Rajkot have been reported.",0.00513832202313991,61.0,2
gu-en,આ આતંકી હુમલો શ્રીનગરના કરફલ્લી મોહલ્લામાં કરવામાં આવ્યો.,This terrorist attack mohallaamaa.m karafallii shriinagaranaa.,This terrorist attack took place in Srinagar's Karfali Mohalla.,-0.861953519381269,34.0,1
gu-en,મધ્યપ્રદેશના સીહોરમાં પંતજલીના લોટ પેકેટમાં મરેલું દેડકો મળવાની ખબર આવી છે.,Siihoramaa.m pa.mtajaliinaa flour packets of Madhya Pradesh marelu.m frog has been known to meet.,There is news that a dead frog was found in a Patanjali Aata packet in Sehore district of Madhya Pradesh.,-1.8253888987195,4.0,1
gu-en,"તેની બેટરી 3,000 એમએએચ છે","Its battery is, 3,000","Its battery is of 3,000 mAh capacity.",0.615314062270682,80.0,1
gu-en,ન જોડતા થશે આ પરેશાનીઓ,This might not be linking,Not linking will be harmful,0.583199549626075,79.0,1
gu-en,વિશ્વમાં શાંતિની આ પહેલના ઘણાં વખાણ થયા હતા.,For many in the world of the peace initiative.,This initiative for world peace was highly appreciated.,0.677233917285368,94.0,1
gu-en,"આથી ૫,૫૦૦ રૂપિયાના ભાવે ખરીદાયેલી તુવેર હવે ૩,૩૦૦ રૂપિયાના ભાવે બે વર્ષ પછી વેચવામાં આવી રહી છે.","Thus the 5,500 at a cost of Rs 3300 khariidaayelii pigeon now at two years after being sold to.","So the Green Toor bought at Rs. 5,500 is now being sold after two years, at a price of Rs 3,300.",0.159381142032676,81.0,2
gu-en,"આ દરમિયાન શિખરનો હિસ્સો તૂટી ગયો, મોટાં મોટા પથ્થર પડવાના શરૂ થઇ ગયા.","During this time, a big part of the present broke the last start in a large stone.","While they were climbing, a portion of the peak collapsed, the rocks began to fall.",0.47805977295741,89.0,2
gu-en,રિચર્ડ બ્રેન્સન ગત રવિવારે આ અભિયાન પર ગયા હતા.,Richard brensana last Sunday as the campaign went on.,Richard Branson went to the campaign last Sunday.,0.756903575016552,96.0,1
gu-en,ત્યારબાદ ફ્રિજરમાં આઠ-દસ કલાક માટે જામવા માટે મૂકી દો.,After handing frijaramaa.m hang for there for hours.,Then let it set in the freezer for 8-10 hours.,0.836573232747735,98.0,1
gu-en,નેહરુ થકી સંસ્કૃતનું બહુમાન વડાપ્રધાન નેહરુએ બંધારણ સભામાં પણ સંસ્કૃત વિશે ખૂબ આદરભાવથી વાત કરી હતી.,"Nehru, according to Prime Minister Nehru itanu.m culture: The format of the culture but also a lot of talk about aadarabhaawathii.",Prime Minister Nehru also spoke about Sanskrit in Constitution Assembly meetings with high regards.,0.71706874615096,95.0,1
gu-en,આખી પ્રક્રિયાને અત્યંત ગોપનીય રાખવામાં આવે છે.,The whole process is kept very secret.,The whole process is kept very confidential.,0.756903575016552,96.0,1
gu-en,ધર્માંતરણ કરીને મુસલમાન બનતાં જ છોકરીનું જીવન નર્કાગાર બહની જાય છે.,"The girl died, as well as the Muslim backed bahanii narkaagaara life.",Life of the girls becomes complete hell after her conversion to Islam.,0.71706874615096,95.0,1
gu-en,અમેરિકામાં 22 ટકા સાથે ચીની-અમેરિકન લોકો પ્રથમ ક્રમે છે.,"In the US, with 22 per cent of people in the first chiinii-amerikana.","With 22 percent in the US, Chinese-American people are ranked first.",-0.043981920047636,50.5,2
gu-en,ઇન્ટરનેશનલ ડેસ્કઃ વર્જિન ગ્રુપના ફાઉન્ડર રિચર્ડ બ્રેન્સને હાલમાં જ એક માઉન્ટેનિયરિંગ અભિયાન દરમિયાન જીવ જોખમમાં પડી ગયો હતો.,International Deska.h Virgin the faaunDara Richard brensane a Mountaineering currently lives at risk during the campaign.,"International Desk: Founder of Virgin Group Richard Branson, who recently suffered a life threatening event during a mountaineering campaign.",0.726641465402393,71.0,1
gu-en,ઉત્તર પ્રદેશ સરકારે ટોચ ન્યાયાલયને કહ્યુ હતુ કે કેટલાક મુસ્લિમ સમુહ ઈસ્લામનુ અભિન્ન અંગ મસ્જિદના ન હોવા સંબંધી ટિપ્પણી પર પુનર્વિચાર કરવાની માંગ કરી લાંબા સમયથી લંબિત અયોધ્યા મંદિર-મસ્જિદ ભૂમિ વિવાદ મામલે વિલંબ કરવાની કોશિશ કરી રહ્યા છે.,The Uttar Pradesh government has said that some of the top nyaayaalayane iislaamanu are an integral part of the Muslim community not to reconsider the comment related to the demand for a long time the Ayodhya la.mbita ma.mdira-masjida land dispute constituted to try to delay.,"The Uttar Pradesh government had told the Supreme Court that the request to review the comments made about mosque not being an integral part of Islam by many Muslim groups, was an attempt to delay the long lasting demand for Ayodhya Mandir – Masjid land dispute.",-0.852196690153764,29.0,1
gu-en,માર્ચ 2018 સુધી પૈન આધારને જોડવાની અંતિમ તારીખ હતી.,Until March 2018 to support the last date of the pan.,"March 2018, was the last date to link Aadhar and PAN",-0.701831151529368,33.0,1
gu-en,આ છોકરીએ એક દિવસમાં ગૂગલની મદદથીએ પોતે શોધી કાઢ્યું તેમનો સ્માર્ટફોન,One day in this little girl guugalanii madadathiie discovered in their smartphones,"With Google’s help, this girl traced back her smartphone within a day.",-1.07774499809036,23.0,1
gu-en,હાઈકોર્ટે તેમની અરજી સ્વીકારી લીધી છે અને સુનાવણી હાથ ધરશે.,The High Court has accepted his plea hearing and concerned.,The High Court has accepted her petition and will hear the case.,0.689050080746294,70.0,1
gu-en,"જે બાદ ખ્રિસ્તીઓનું પ્રમાણ 18 ટકા, મુસ્લિમોનું પ્રમાણ 10 ટકા, શિખ પાંચ ટકા, જૈન બે ટકા અને બૌદ્ધ એક ટકાનો સમાવેશ થાય છે.","After that, the amount of Christians all over the world, with 18 per cent of the amount of muslimonu.m shikha five per cent, 10 per cent, and the one per cent to two per cent.","Followed by Christians with 18%, Muslim 10%, Sikh 5%, Jains 2% and Buddhists 1%.",0.886519084291759,78.0,1
gu-en,ઝાડથી નશો કરી રહ્યા હતા પક્ષી,The birds were jhaaDathii intoxication,Birds were getting drunk because of a fruit.,0.210332591397325,57.5,2
gu-en,સચિને જણાવ્યુ કે પૃથ્વી શૅાના હાથ અને આંખનું કોર્ડિનેશન કમાલનું છે.,He achieved that the Earth korDineshana kamaalanu.m shॅaanaa hands and eyes.,Sachin said that he found Prithvi Shaw’s hand - eye coordination was amazing.,-1.32345628272908,11.0,1
gu-en,જો કરદાતા આધાર સાથે પૈન કાર્ડ લિંક નહી કરાવે તો પૈન કાર્ડ રદ્દ થઈ શકે છે.,"If karadaataa pan with the support of the card, not the pan cards can be cancelled.","If the taxpayer does not link Aadhar – PAN cards, then their PAN card will become invalid.",-1.05957862696539,19.0,1
gu-en,એરપોર્ટ પર સ્વાગત પછી નરેન્દ્ર મોદીએ કોને ઈશારો કરી પોતાની સાથે આવવા કહ્યું?,"Welcome at the airport after Narendra Modi, who said his own with it?","After the reception at the airport, whom did Modi ask to come with him?",-0.828685678172172,26.0,1
gu-en,તેની સાથે ક્રૂર વ્યવહાર કરવામાં આવે છે.,The cruel behavior with her.,They are treated in a cruel manner.,-0.300930366644809,42.0,1
gu-en,નોકિયાના આ નવા સ્માર્ટફોનમાં આઇફોન-એક્સ જેવી નૉચ ડિસ્પ્લે મળશે.,Like this new smaarTafonamaa.m nokiyaanaa aaifona-eksa nॉcha will display.,Nokia's new smartphone will have a notch display like the iPhone-X.,-0.755447561536946,40.375,8
gu-en,આખા નિરીક્ષણ દરમિયાન ડીએમ ક્યારેક સફાઈકર્મી તો ક્યારેક શિક્ષક તો ક્યારેક પેરેન્ટ્સની ભૂમિકામાં જોવા મળ્યા.,"During the inspection, the teacher then DM sometimes safaaiikarmii perenTsanii at unusual times.","During the whole inspection, the DM became a cleaner, a teacher, and even a guardian.",-0.501991831249364,45.5,4
gu-en,જે મોદીનાં જીવન પર પાઠ તૈયાર કરશે.,Who will prepare the lessons on the life of Narendra Modi.,And they will prepare lessons based on Modi’s life.,-0.274373174879482,55.25,4
gu-en,પક્ષીઓ વ્યસની બની ગયા હતા.,The birds have become addicted.,The birds were intoxicated.,-0.475415424469412,46.75,4
gu-en,ડેરિનકુયુ દુનિયાનું કોઈ એકમાત્ર અન્ડર ગ્રાઉન્ડ શહેર નથી.,The world no Derinakuyu under the ground in the city.,Derinkuyu is not the only underground city in the world.,-0.36344847570604,52.125,8
gu-en,સિદ્દીકનુ મૃત્યુ થઈ ચુક્યુ છે અને તેનુ પ્રતિનિધિત્વ તેના કાયદાકીય વારસદાર કરી રહ્યા છે.,Siddiikanu has died and her legal representation to name a successor.,Siddiqui has died and is represented by his legal advisor.,-0.417656439616758,51.5,4
gu-en,"સિવોલ નામનાં આ જહાજે સવારે ડિસ્ટ્રેસ સિગ્નલ મોકલ્યા, જે બાદ તટરક્ષક દળની ટુકડી તાબડતોબ રવાના થઇ.","This morning a jahaaje siwola Distress Signal, which sent after the teams set out taabaDatoba taTarakshhaka.",This ship named ‘Sewol’ sent a distress signal in the morning after which the coast guard team had left immediately.,-0.342566610981542,51.875,8
gu-en,નોકિયા 7.1 લંડનમાં લોન્ચ થયો,Nokia 7.1 launches in London,Nokia 7.1 launched in London,1.43203625483821,94.25,4
gu-en,આ દરમિયાન તેમને સ્કૂલમાં કશું પણ યોગ્ય ન લાગ્યું.,During this time they also did in the right and nothing.,"During his time at the school, he felt that nothing was okay.",-0.737230512862478,43.0,1
gu-en,"રાજપીપળાનાં નિવાસીઓ ગમે તે સમયે પ્રોપર્ટી ટેક્સની કરી શકશે ચુકવણી, જાણો કેવી રીતે","The property at the time in random raajapiipaldaanaa.m residents will be able to be a payment, know how",Rajpipla residents will be able to pay their property taxes any time. Know how to do this.,-1.82212237084207,8.0,1
gu-en,"બે બાઉલ મેંદો બે ટેબલસ્પૂન સોજી એક ટેબલસ્પૂન દળેલી ખાંડ મીઠું, સ્વાદ અનુસાર ઘી, જરૂર મુજબ તેલ, જરૂર મુજબ","Two Bowl maida two Tebalaspuuna semolina Tebalaspuuna grinded to a taste of salt, sugar and ghee, according to according to the need of oil, according to the need of","2 Bowls of Maida, 2 tbsp. Sooji (Semolina), 1 tbsp. Powdered sugar, salt, ghee, oil as required.",-2.00810383221001,2.0,1
gu-en,મનુ ભાકરે 2018 વર્લ્ડ કપની 10 મીટર એર પિસ્તોલની વીમેન્સ અને મિક્સ ઈવેન્ટમાં બે ગોલ્ડ જીત્યા.,It bhaakare 2018 World Cup 10 metre air pistolanii wiimensa and mix the two winning gold to China.,Manu Bhaker won two gold medals at the 2018 World Cup 10-metre Air Pistol in Women's and Mix Events.,-1.97710692198202,3.0,1
gu-en,પ્રાથમિક માહિતી પ્રમાણે બજારમાં એક પેટી લાવવામાં આવી હતી.,"One of the primary data, according to the archive had been brought to the market.","According to preliminary information, someone had brought a bag to the market.",-0.540598983673911,48.0,1
gu-en,વર્ષ 2002થી તન્વી સોદાયે નામનાં આ મહિલા મહારાષ્ટ્ર સરકારના 'ઇન્ટીગ્રેટેડ ચાઇલ્ડ ડેવલપમૅન્ટ સર્વિસ યોજના'માં કામ કરતાં હતાં.,"In the year of the woman named sodaaye Tanvi, the Maharashtra government 'Integrated Child DewalapamॅnTa Service scheme of work'.","Since 2002, the woman named Tanvi Sodaye had been working in the Integrated Child Development Service Scheme of the Maharashtra government.",-0.455799143097611,50.0,1
gu-en,સોફ્ટ ડ્રિંક - જો તમે સોફ્ટ ડ્રિંકની બોટલ કોઈ સુપર માર્કેટમાંથી લેશો તો તમને તેના પર ભારે ડિસ્કાઉંટ મળી જશે.,Soft drinks - if you have any bottles of soft Dri.mkanii Super maarkeTamaa.mthii then you will get the heavy Diskaau.mTa on her.,"Soft drink - If you buy a soft drink bottle from a super market, you can get a heavy discount on it.",-0.286199461945012,54.0,1
gu-en,શિક્ષકોને પણ આપી સલાહ,But the advice given to teachers.,He also inculcated the teachers about the cleanliness drive.,-0.455799143097611,50.0,1
gu-en,બોલિવૂડના દિગ્ગજ સિતારાઓની આ ફિલ્મમાંમાં 1795ની કહાણી દેખાડવામાં આવી છે.,This filmamaa.mmaa.m 1795nii sitaaraaonii diggaja boliwuuDanaa Kahaanii has been displaying.,The legendary star-studded film was based on the story that had taken place in 1795.,-1.00699810684356,37.0,1
gu-en,"TOP NEWS: વડા પ્રધાન નરેન્દ્ર મોદી ગુજરાતમાં, વિવિધ પ્રકલ્પોનું લોકાર્પણ કરશે","Top NEWS: Prime Minister Narendra Modi in Gujarat, will prakalponu.m",TOP NEWS: Prime Minister Narendra Modi will launch various projects in Gujarat,-0.0317999402161124,60.0,1
gu-en,કંપનીએ કોઈ પણ સ્પષ્ટીકરણની સત્તાવાર રીતે પુષ્ટિ કરીનથી.,The company officially confirmed any spashhTiikaraNanii kariinathii....,The company has not officially confirmed any specification.,-0.477976119816791,65.0,2
gu-en,વધુ પેકેટ ખરીદવા પર ડિસ્કાઉંટ પણ વધુ હોય છે.,Buying more packet Diskaau.mTa on even more.,"More packets you buy, more discount you will get",0.677233917285368,94.0,1
gu-en,ડીએમએ શિક્ષકોને કહ્યું કે આ કામમાં તમને જે પણ મદદ જોઈએ છે તે તેમને આપવામાં આવશે.,"Diieme teachers said that the work, which you should also help them will be given it.",The DM told the teachers that they would be provided with whatever help they required for this activity.,0.916242890478918,100.0,1
gu-en,"પૃથ્વી શૅાની પ્રશંસા કરતા સચિને જણાવ્યુ, જે મે જોયુ છે, તે (પૃથ્વી શૅા) જલ્દી શીખે છે.","Shॅaanii earth than he achieved, which praised state, she is seen in May (Earth) shॅaa learn quickly.","While praising Prithvi Shaw, Sachin said, “from what I have seen, he (Prithvi Shaw) is a quick learner.”",0.358791037732325,64.25,8
gu-en,આ બાબતે સૂચના જારી કરવામાં આવી છે.,A notification in this regard has been issued.,Appropriate notice has been issued in this regard.,-0.119040716077716,59.0,4
gu-en,આઠ પીડિતોને બચાવી લેવામાં આવ્યા છે અને તેમને સારવાર માટે ખસેડવામાં આવ્યા છે.,Eight piiDitone have been saved and they came for treatment.,Eight victims have been rescued and transferred for treatment.,0.797955847578171,76.0,4
gu-en,માતા-પિતા પોતાના બાળકોને ફક્ત કપડાં અને સાયકલ માટે જ વિદ્યાલય ન મોકલે પરંતુ શિક્ષિત બનીને આ બાળકો દેશના એક જવાબદાર નાગરિક બની શકે તે બાબત પર પણ ધ્યાન આપે.,"Parents and their children to cycle only clothes to school not only in this country but the educated and the children could become a responsible citizen, he also pays attention to the task force.","Parents should not only send their kids for clothes and cycles, but also should focus on that these kids being educated and be responsible citizens of the country.",-0.368813684013086,49.75,4
gu-en,અમેરિકા જવા માગતા ભારતીયો માટેની કેટેગરી L-1 હેઠળ અરજી કરતા વિઝા વાંચ્છુઓની સંખ્યાને અન્ય દેશના લોકો કરતાં વધારે પ્રમાણમાં નકારવામાં આવતું હોવાનું યુએસ થિંક ટેન્કમાં કહેવામાં આવ્યું છે.,"The Indians wanted to go to America for L-1 visas under the category of ""other than waa.mchChuonii country denied the amount of people, more than the U.S. thi.mka Tenkamaa.m has been called.",The US Think Tank has reported that the number of rejections of visa for students appearing in the category L-1 for Indians going to the US is more than that of other people.,-1.3941771837254,42.0,2
gu-en,રામ જન્મ ભૂમિ - બાબરી મસ્જિદ માલિકાના હક વિવાદ પર ઉચ્ચતમ ન્યાયાલયના 1994 નિર્ણય પર મોટી પીઠ દ્વારા પુનર્વિચાર કરવાની માંગ કરનારી મુસ્લિમ સમૂહની અરજીઓ પર આજે ગુરૂવારે હાઈકોર્ટ પોતાનો નિર્ણય સંભળાવવાની શક્યતા છે.,The land of the Ram was born - baabarii maalikaanaa rights on the controversy on the highest court in the back of the decision to demand a punarwichaara by the Muslim group on the petitions sa.mbhaldaawawaanii high in his decision.,‘Ram Janm Bhoomi’ (Birthplace of Ram) – The Supreme Court is likely to announce its verdict on Thursday i.e. today about the Muslim group’s request to review on the 1994 High Court verdict on the rights of the Babri Masjid owner with a larger bench.,-1.83236030124691,31.0,1
gu-en,રાજ્યનાં શિક્ષા મંત્રીએ આ માટે અધિકારીઓની એક ટીમ બનાવી છે.,"For this, the minister of education one of the officers is to make the team.",State Education Minister has created a team of officials for this.,-1.07549855280067,50.0,1
gu-en,17 વર્ષની બોક્સરે ગયા વર્ષે જૂનિયર વર્લ્ડ ચેમ્પિયનશિપમાં ગોલ્ડ જીત્યો.,"Last year, at the age of 17 boksare won gold at the World Junior Championships.",17-year old boxer won gold at the Junior World Championship last year,1.18675470193848,100.0,1
gu-en,"મળતી માહિતી મુજબ, ફૂટપાથ પાસેથી એક પાઈપ લાઈનમાં છ કિલોગ્રામ જેટલો વિસ્ફોટક લગાવામાં આવ્યો હતો.","According to the data from the fuuTapaatha, a pipe that is applied to six kilograms of explosive.","As per the received information, 6 kilograms of explosives were put in a pipeline near the footpath.",1.18675470193848,100.0,1
gu-en,પોતાને દુબઈ ખાતે મેચ સીરીઝ ચાલતી હોવા છતાં પોતે મંજુરી લઈને એક દિવસની રજા લઈને રાજકોટ આવ્યા હતા.,"The match at the Dubai himself despite the ongoing series, taking in one day were taking a vacation in Rajkot.","Even though he was part of the on-going series in Dubai, he came to Rajkot after taking a day off.",-1.07327248570773,6.0,1
gu-en,પાકિસ્તાનમાં ઈસ્લામાબાદના ફ્રૂટ બજારમાં થયેલા વિસ્ફોટમાં 20થી વધુ લોકો માર્યા ગયા હતા અને લગભગ 70 લોકો ઘાયલ થયાં છે.,The blast in Pakistan iislaamaabaadanaa fruit market in the 20 to more people were killed and nearly 70 people injured.,"More than 20 people were killed and about 70 people injured in the bomb blasts in a fruit market in Islamabad, Pakistan.",0.63376932623781,77.0,1
gu-en,ગિરધર વ્યાસ વર્ષ 1985થી પોતાની મૂંછો વધારી રહ્યા છે અને તેમને આશા છે કે તેમની મૂંછ લગભગ દુનિયામાં સૌથી લાંબી છે.,In the year of his muu.mCho 1985thii giradhara diameter is increased and they hope that their girls around the world is the longest.,Girdhar Vyas has been growing his moustache since 1985 and he believes that he has the the longest moustache in the world.,-1.14540101297304,3.0,1
gu-en,આજે અમે તમારા માટે લાવ્યા છીએ માત્ર બે વસ્તુઓમાંથી બનતી કુલ્ફીની રેસિપિ.,Today we have brought to you are the only two wastuomaa.mthii resipi kulfiinii....,"Today we have brought you the Kulfi recipe, which is made from just two things.",-1.19348669781657,1.0,1
gu-en,"નેશનલ ફાઉનેડશન ફોર અમેરિકાન પોલિસી (એનએફએપી) ના રિપોર્ટ મુજબ, 2000-2008 દરમિયાન 1341 ભારતીયોની એલ-1 વિઝા હેઠળ અરજી નકારવામાં આવી હતી.","National faauneDashana For amerikaana enefepii (policy), according to a report in the 2000-2008 meanwhile 1341 ela-1 Indians under the visa application had been rejected.","According to the National Foundation for American Policy (NFAP) report, from 2000-2008, 1341 Indian visa applications were rejected under the L-1 category.",0.958347698931681,90.5,2
gu-en,આ હુમલો આર્મી કોર કમાન્ડરના સંમલેન પહેલાં થયો હોવાથી બહુ સૂચક માનવામાં આવે છે.,The attack was the first of the core kamaanDaranaa sa.mmalena is considered to be very indicator.,There are indications to suggest that this attack is believed to occur before the Conference of Army Commanders.,-0.970522091358416,0.0,1
gu-en,"મનીષ તિવારીએ કહ્યુ કે તેમણે જે તે સમયે પ્રેસ કૉન્ફરન્સ કરીને આરોપ લગાવ્યા હતા, જે સાચા ન હતા, એટલે તેઓ બિનશરતી માફી માંગે છે.","Manish tiwaariie said that he had at the time of the press conference, which was accused by the seller, meaning they were not seeking a waiver binasharatii.","Manish Tiwari said that the accusations he made in a press conference at that time were not true, hence he asked for an unconditional apology.",-0.792368369638093,6.0,2
gu-en,"Samsung નો સ્માર્ટ ફોન થયું સસ્તું, નવી કીમત શું છે તે જાણો","Samsung's smart phone is about what happened, the new affordable know","Samsung smartphone gets cheaper, find out the new price.",-0.792368369638093,6.0,1
gu-en,સળિયાને બાળકના કપડાંમાં ફસાવ્યો,"The fasaawyo saldiyaane,",A rod was hooked into the boy’s clothes,-0.796654750741525,57.0,1
gu-en,સૌરાષ્ટ્રનો સિંહ અને મતદાન જાગૃતિ અર્થે પહેલ કરનાર ભારતીય ક્રિકેટ ટીમના યુવા ખેલાડી રાજકોટના ચેતેશ્વર પુજારાએ પણ આજે વહેલી સવારે મતદાન કર્યું હતું.,"SauraashhTrano Singh and voting for awareness of the initiative, the Indian cricket team, young player cheteshwara pujaaraae today also voted in the early hours of the morning.","Lion of Saurashtra and voting awareness motivator, Indian cricket team’s young player Cheteshwar Pujara from Rajkot has cast his vote in early morning today.",-0.238967146623241,71.0,1
